Census year,Block ID,CLUE_small_area,Accommodation,Admin and Support Services,Agriculture and Mining,Arts and Recreation Services,Business Services,Construction,Education and Training,"Electricity, Gas, Water and Waste Services",Finance and Insurance,Food and Beverage Services,Health Care and Social Assistance,Information Media and Telecommunications,Manufacturing,Other Services,Public Administration and Safety,Real Estate Services,Rental and Hiring Services,Retail Trade,"Transport, Postal and Storage",Wholesale Trade,Total_establishments_in_block
2004,740,Southbank,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2
2004,741,Southbank,0,0,0,10,4,0,1,1,0,4,1,2,0,2,0,0,1,2,0,0,28
2004,742,Southbank,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,5
2004,743,Southbank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,744,Southbank,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,3
2004,745,Southbank,0,0,0,3,0,1,0,0,0,0,0,0,0,2,0,0,0,2,1,0,9
2004,746,Southbank,0,0,3,0,7,0,0,1,0,0,0,2,2,1,0,1,0,1,1,0,19
2004,747,Southbank,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
2004,748,Southbank,1,0,1,1,8,0,0,1,2,3,0,3,0,1,0,1,1,1,1,4,29
2004,749,Southbank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2004,750,Southbank,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2004,751,Southbank,0,0,0,5,0,0,1,0,0,1,4,0,0,4,1,0,0,0,0,0,16
2004,752,Southbank,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7
2004,753,Southbank,2,4,2,1,7,0,0,4,1,36,2,4,2,7,2,2,0,32,1,3,112
2004,759,South Yarra/Melbourne Remainder,0,2,2,0,9,1,1,0,2,3,0,2,0,1,0,1,0,0,0,1,25
2004,760,South Yarra/Melbourne Remainder,0,13,1,1,42,4,1,0,19,7,32,5,4,11,2,4,0,4,5,4,159
2004,771,Docklands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,772,Docklands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4
2004,773,Docklands,0,2,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,2,3,0,11
2004,774,Port Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,3
2004,775,Port Melbourne,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4
2004,776,Docklands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2004,777,Port Melbourne,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2,1,6
2004,778,Port Melbourne,0,4,0,0,5,1,0,0,0,0,0,0,4,0,0,0,2,2,1,12,31
2004,779,Port Melbourne,0,1,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,1,0,6
2004,780,Port Melbourne,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2
2004,781,Port Melbourne,0,4,0,1,11,4,0,0,1,1,0,2,5,1,0,1,1,3,2,15,52
2004,782,Port Melbourne,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,1,0,2,7
2004,783,Docklands,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,7,0,10
2004,784,Port Melbourne,0,0,1,0,7,0,0,0,0,1,0,3,4,1,2,0,0,1,0,5,25
2004,785,Port Melbourne,0,0,0,1,2,3,0,0,1,2,0,2,3,0,0,0,0,1,5,0,20
2004,786,Port Melbourne,0,0,0,3,3,0,0,0,1,0,0,0,2,0,1,0,0,0,0,1,11
2004,787,Port Melbourne,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2
2004,788,Port Melbourne,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2
2004,789,Port Melbourne,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
2004,790,Port Melbourne,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,1,1,1,8
2004,791,Port Melbourne,0,2,0,0,3,3,1,0,0,0,0,1,6,0,0,0,0,2,2,3,23
2004,792,Port Melbourne,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2004,793,Port Melbourne,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2
2004,794,Port Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,795,Port Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8
2004,801,Southbank,1,2,2,0,11,1,0,0,6,4,1,5,1,3,2,1,0,1,0,1,42
2004,802,Southbank,0,0,0,0,4,2,0,0,1,1,0,0,0,0,0,0,0,3,0,2,13
2004,803,Southbank,0,0,0,3,0,0,0,0,0,29,0,1,0,1,0,0,0,34,0,0,68
2004,804,Southbank,0,3,0,3,0,0,0,0,1,2,0,2,0,3,0,1,0,0,1,0,16
2004,806,Southbank,0,0,0,2,1,0,0,0,0,0,0,0,1,2,0,0,0,2,0,0,8
2004,807,Southbank,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2004,808,Southbank,0,4,0,1,5,0,0,2,0,2,0,2,0,0,0,2,0,1,3,2,24
2004,809,Southbank,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2004,810,Southbank,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,3
2004,811,Southbank,0,1,0,1,0,0,2,1,1,1,0,0,1,0,0,0,0,1,0,1,10
2004,812,Southbank,2,3,1,2,15,2,2,0,2,5,2,7,0,3,0,1,0,2,0,1,50
2004,813,Southbank,0,0,0,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,5
2004,814,Southbank,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2004,815,Southbank,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,3,0,1,8
2004,849,South Yarra/Melbourne Remainder,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2004,850,South Yarra/Melbourne Remainder,0,0,0,11,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,14
2004,851,South Yarra/Melbourne Remainder,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2004,852,South Yarra/Melbourne Remainder,0,0,0,10,0,0,0,1,0,2,0,0,0,4,0,0,0,2,0,0,19
2004,853,South Yarra/Melbourne Remainder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,854,South Yarra/Melbourne Remainder,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2004,855,South Yarra/Melbourne Remainder,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
2004,856,South Yarra/Melbourne Remainder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,857,South Yarra/Melbourne Remainder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2004,858,South Yarra/Melbourne Remainder,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3
2004,859,South Yarra/Melbourne Remainder,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
2004,860,South Yarra/Melbourne Remainder,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2004,861,South Yarra/Melbourne Remainder,3,0,0,0,1,0,3,1,0,5,1,0,0,2,0,0,0,9,0,0,25
2004,862,South Yarra/Melbourne Remainder,2,0,0,0,2,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,9
2004,863,South Yarra/Melbourne Remainder,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
2004,864,South Yarra/Melbourne Remainder,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,4
2004,865,South Yarra/Melbourne Remainder,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2004,866,South Yarra/Melbourne Remainder,0,0,0,2,0,0,0,3,0,1,2,0,0,1,0,0,0,0,0,0,9
2004,867,South Yarra/Melbourne Remainder,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3
2004,868,South Yarra/Melbourne Remainder,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,4
2004,869,South Yarra/Melbourne Remainder,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2004,870,South Yarra/Melbourne Remainder,0,0,0,0,2,0,0,0,0,1,3,0,0,2,0,0,0,4,0,0,12
2004,871,South Yarra/Melbourne Remainder,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,3
2004,901,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,902,Parkville,1,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5
2004,903,Parkville,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,3
2004,904,Parkville,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,5
2004,905,Parkville,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
2004,906,Parkville,1,1,1,0,9,0,2,1,2,1,3,0,3,5,1,0,0,0,0,2,32
2004,907,Parkville,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2004,908,Parkville,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3
2004,909,Parkville,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,4
2004,910,Parkville,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2004,911,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,912,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,913,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2
2004,914,Parkville,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3
2004,915,Parkville,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,1,0,0,5
2004,916,Parkville,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2004,917,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,918,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,919,Parkville,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2004,920,Parkville,0,1,0,0,2,0,0,0,1,2,29,0,0,0,0,0,0,1,1,0,37
2004,921,Parkville,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,3
2004,922,Parkville,1,0,0,1,0,0,0,1,0,0,2,0,0,5,0,0,0,0,0,0,10
2004,923,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2004,924,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,925,Parkville,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2004,926,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,927,Parkville,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
2004,928,Parkville,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
2004,929,Parkville,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2
2004,930,Parkville,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2
2004,931,Parkville,0,0,0,11,1,0,0,3,0,2,0,0,0,1,0,0,0,2,1,0,21
2004,932,Parkville,0,0,0,0,0,0,0,0,0,2,4,0,0,2,0,0,0,3,0,0,11
2004,1001,West Melbourne (Industrial),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,2,14
2004,1002,West Melbourne (Industrial),0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,9,0,11
2004,1004,West Melbourne (Industrial),0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6,0,9
2004,1005,West Melbourne (Industrial),0,1,0,1,0,0,0,2,0,1,0,0,0,1,0,0,0,1,4,3,14
2004,1006,West Melbourne (Industrial),0,2,0,1,2,0,0,2,1,6,0,2,0,2,2,0,10,0,8,187,225
2004,1007,West Melbourne (Industrial),0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2,1,28,1,35
2004,1009,West Melbourne (Industrial),0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,6,0,10
2004,1012,North Melbourne,0,0,0,0,1,1,0,3,0,0,0,1,12,3,0,0,0,1,4,0,26
2004,1013,West Melbourne (Industrial),0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4
2004,1014,West Melbourne (Industrial),0,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,1,7,14
2004,1015,West Melbourne (Industrial),0,0,0,1,0,2,0,0,0,0,0,0,3,2,0,0,0,3,1,12,24
2004,1016,Kensington,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2
2004,1101,Docklands,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,7
2004,1102,Docklands,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2004,1103,Docklands,0,1,1,3,2,0,0,0,0,7,0,2,1,2,1,0,0,1,0,0,21
2004,1104,Docklands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,1105,Docklands,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2004,1106,Docklands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,1107,Docklands,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,4
2004,1108,Docklands,0,0,0,0,1,1,1,1,1,5,3,1,0,1,0,0,0,4,1,1,21
2004,1109,Docklands,1,0,0,0,0,0,0,0,1,17,2,0,0,2,0,1,0,5,0,0,29
2004,1110,Docklands,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2
2004,1111,West Melbourne (Industrial),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
2004,1112,Docklands,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
2002,0,City of Melbourne total,200,681,55,406,1968,153,281,166,789,1389,764,362,544,1125,239,173,56,1816,388,578,12133
2002,1,Melbourne (CBD),0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,4
2002,2,Melbourne (CBD),0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
2002,4,Melbourne (CBD),0,0,0,2,0,0,1,0,0,2,0,0,0,4,0,0,0,8,3,1,21
2002,5,Melbourne (CBD),0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,5,0,0,8
2002,6,Melbourne (CBD),0,0,0,2,0,0,0,0,0,2,0,0,0,1,1,1,0,2,2,0,11
2002,11,Melbourne (CBD),3,3,2,0,12,1,0,0,2,3,2,2,3,5,0,0,0,3,9,0,50
2002,12,Melbourne (CBD),3,1,0,2,7,0,1,3,2,12,1,1,0,4,1,2,0,3,6,1,50
2002,13,Melbourne (CBD),0,3,6,2,25,1,3,2,17,5,1,2,1,7,4,4,1,8,1,3,96
2002,14,Melbourne (CBD),3,12,1,2,38,0,9,0,6,21,4,5,1,22,3,8,0,17,1,0,153
2002,15,Melbourne (CBD),3,11,1,12,30,0,13,0,4,27,8,6,44,57,1,0,0,48,1,3,269
2002,16,Melbourne (CBD),2,6,0,8,14,2,2,0,2,10,2,4,2,11,0,1,0,9,0,5,80
2002,17,Melbourne (CBD),1,5,1,1,23,1,2,0,3,19,0,1,3,7,0,3,0,7,0,8,85
2002,18,Melbourne (CBD),3,1,1,0,7,1,1,0,1,3,0,3,1,2,0,0,0,3,0,3,30
2002,21,Melbourne (CBD),3,1,0,0,6,0,0,0,1,2,0,1,0,1,6,0,0,0,4,0,25
2002,22,Melbourne (CBD),1,12,1,2,44,5,0,2,40,9,0,9,2,14,1,1,1,6,4,1,155
2002,23,Melbourne (CBD),0,13,4,2,41,2,0,0,18,7,1,8,2,12,0,3,1,5,10,1,130
2002,24,Melbourne (CBD),0,20,2,1,26,0,2,1,40,14,2,5,2,8,2,6,0,9,1,3,144
2002,25,Melbourne (CBD),3,25,0,7,19,2,11,1,10,24,10,2,10,12,4,3,0,38,1,22,204
2002,26,Melbourne (CBD),2,3,1,1,17,0,2,2,6,7,11,0,4,10,1,1,0,16,0,0,84
2002,27,Melbourne (CBD),1,6,0,0,19,4,0,3,33,6,9,2,2,12,2,3,0,24,0,1,127
2002,28,Melbourne (CBD),2,10,3,2,21,1,1,1,23,10,34,3,5,12,11,2,1,21,1,0,164
2002,31,Melbourne (CBD),0,2,0,1,3,0,0,0,7,7,2,3,3,7,3,0,0,2,2,2,44
2002,32,Melbourne (CBD),0,24,4,0,55,0,3,4,45,6,6,9,3,16,3,3,0,6,8,2,197
2002,33,Melbourne (CBD),4,43,0,0,87,6,5,0,57,26,5,4,0,11,2,8,0,11,5,4,278
2002,34,Melbourne (CBD),0,32,0,0,30,2,1,3,46,8,2,7,7,7,1,4,0,21,5,4,180
2002,35,Melbourne (CBD),3,26,0,2,22,5,4,1,16,40,28,5,110,34,1,4,0,151,2,27,481
2002,36,Melbourne (CBD),3,4,0,1,9,0,1,1,1,3,6,1,0,11,2,0,0,24,0,0,67
2002,37,Melbourne (CBD),4,13,2,0,27,5,0,0,38,7,16,2,6,9,12,5,1,13,3,0,163
2002,38,Melbourne (CBD),0,5,0,0,35,3,7,0,19,16,91,3,7,10,2,2,0,10,3,2,215
2002,41,Melbourne (CBD),2,3,0,1,12,0,0,0,4,6,0,2,1,5,1,0,0,2,1,0,40
2002,42,Melbourne (CBD),0,12,1,1,68,2,1,0,19,19,6,3,2,5,5,2,0,11,4,1,162
2002,43,Melbourne (CBD),0,12,5,0,50,3,2,1,20,4,1,6,1,6,2,2,0,1,3,3,122
2002,44,Melbourne (CBD),2,26,1,1,56,2,2,2,20,13,13,5,10,13,1,9,1,37,3,4,221
2002,45,Melbourne (CBD),1,3,0,0,1,0,1,0,4,34,0,3,8,12,0,0,0,92,0,0,159
2002,46,Melbourne (CBD),1,7,0,3,12,0,3,1,3,19,2,4,0,9,3,2,0,36,0,0,105
2002,47,Melbourne (CBD),2,1,0,0,4,0,1,0,0,9,2,0,0,10,0,0,0,18,0,0,47
2002,48,Melbourne (CBD),2,7,0,0,18,0,1,1,2,13,3,2,2,10,2,2,0,15,2,0,82
2002,51,Melbourne (CBD),1,0,0,0,10,0,1,1,1,10,0,2,1,1,5,0,0,2,1,3,39
2002,52,Melbourne (CBD),0,7,1,0,8,1,0,0,7,6,0,2,0,9,5,2,0,3,1,2,54
2002,53,Melbourne (CBD),3,11,0,1,66,1,5,1,14,14,3,5,2,11,3,4,0,7,0,2,153
2002,54,Melbourne (CBD),0,12,0,1,31,1,2,0,11,19,4,2,4,10,1,1,0,39,3,0,141
2002,55,Melbourne (CBD),2,4,0,0,2,0,0,0,0,3,1,0,0,1,0,0,0,22,0,0,35
2002,56,Melbourne (CBD),0,6,0,5,9,0,0,0,1,40,1,13,1,12,0,1,2,51,1,0,143
2002,57,Melbourne (CBD),1,8,0,3,15,0,3,3,3,39,4,13,1,17,1,2,0,24,0,1,138
2002,58,Melbourne (CBD),3,0,0,1,5,0,0,3,1,26,0,2,3,7,2,2,0,15,2,2,74
2002,61,Melbourne (CBD),3,1,0,1,0,0,1,2,0,9,0,0,0,0,1,0,0,0,0,1,19
2002,62,Melbourne (CBD),0,1,0,0,13,0,0,0,2,8,2,1,0,2,2,0,0,0,1,0,32
2002,63,Melbourne (CBD),0,8,0,0,12,0,0,0,2,6,0,3,0,3,7,4,0,5,0,1,51
2002,64,Melbourne (CBD),0,11,0,2,41,2,3,1,4,26,2,1,4,7,3,2,0,30,0,2,141
2002,65,Melbourne (CBD),1,4,0,0,6,0,1,0,2,13,0,1,1,9,1,1,0,25,1,0,66
2002,66,Melbourne (CBD),1,11,0,1,5,0,2,2,3,35,4,2,0,11,0,1,0,36,0,1,115
2002,67,Melbourne (CBD),3,3,0,4,7,2,2,0,1,24,5,4,0,8,1,1,1,12,1,1,80
2002,68,Melbourne (CBD),3,1,0,1,6,0,1,0,7,9,1,1,0,2,2,0,0,3,0,0,37
2002,71,Melbourne (CBD),0,2,0,0,11,0,0,0,0,2,0,7,0,1,0,0,0,2,2,0,27
2002,72,Melbourne (CBD),0,3,0,1,31,0,3,0,1,16,0,1,2,4,3,0,0,2,2,2,71
2002,73,Melbourne (CBD),0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5
2002,74,Melbourne (CBD),0,19,0,1,67,2,4,0,11,15,10,4,0,11,1,5,0,23,2,0,175
2002,76,Melbourne (CBD),0,0,0,0,0,0,1,0,0,1,4,0,1,1,1,0,0,0,0,0,9
2002,77,Melbourne (CBD),1,2,0,0,8,0,3,0,0,7,4,4,1,13,0,1,0,5,1,0,50
2002,78,Melbourne (CBD),1,1,0,0,9,0,0,0,17,12,1,6,2,2,20,2,0,3,0,0,76
2002,81,Melbourne (CBD),3,0,0,0,0,0,1,0,0,4,0,0,1,0,0,0,0,2,0,1,12
2002,82,Melbourne (CBD),0,7,0,0,32,0,3,1,8,9,0,1,0,1,5,4,0,3,1,1,76
2002,83,Melbourne (CBD),0,0,0,0,0,0,0,0,0,2,0,0,1,4,1,0,0,0,0,0,8
2002,84,Melbourne (CBD),0,0,0,0,23,2,1,2,3,10,1,2,2,11,0,1,0,10,2,1,71
2002,85,Melbourne (CBD),0,4,1,0,7,0,0,2,2,35,3,4,2,17,3,1,0,137,3,1,222
2002,86,Melbourne (CBD),0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
2002,87,Melbourne (CBD),0,1,0,0,13,2,2,1,2,16,3,1,1,6,4,2,0,1,3,1,59
2002,88,Melbourne (CBD),0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,4
2002,91,West Melbourne (Residential),0,2,0,0,4,1,0,1,1,1,0,1,2,2,0,0,1,1,0,3,20
2002,92,West Melbourne (Residential),0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4
2002,93,Melbourne (CBD),0,0,0,1,10,0,2,0,0,2,0,3,0,3,4,1,0,0,0,1,27
2002,94,Melbourne (CBD),0,1,0,0,10,1,1,0,0,5,0,1,2,3,3,1,1,6,1,1,37
2002,95,Melbourne (CBD),0,4,0,1,11,0,6,0,2,10,5,3,8,7,0,0,2,11,0,1,71
2002,96,Melbourne (CBD),0,1,0,2,1,0,3,0,1,3,0,0,0,1,0,0,0,3,0,0,15
2002,97,Melbourne (CBD),1,1,0,0,13,1,2,0,4,1,0,4,0,7,0,5,1,1,0,1,42
2002,98,Melbourne (CBD),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2002,101,West Melbourne (Residential),0,1,0,0,0,1,1,1,2,3,2,1,4,2,0,0,0,0,0,1,19
2002,103,Melbourne (CBD),1,0,0,0,4,2,1,1,0,3,0,1,0,1,0,0,0,3,0,0,17
2002,104,Melbourne (CBD),5,2,0,0,5,2,1,1,0,7,1,2,1,4,0,0,3,7,0,0,41
2002,105,Melbourne (CBD),1,1,0,0,2,0,5,0,0,3,2,3,2,5,0,0,1,2,1,0,28
2002,107,Melbourne (CBD),0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,5
2002,111,West Melbourne (Residential),1,3,0,0,1,1,0,0,2,0,1,0,3,3,1,0,0,2,1,0,19
2002,113,Melbourne (CBD),0,2,0,0,0,1,0,1,0,18,0,0,4,7,1,0,1,110,8,0,153
2002,114,Melbourne (CBD),2,0,0,1,3,1,1,0,1,9,0,0,1,2,0,0,0,20,0,0,41
2002,115,Melbourne (CBD),2,2,0,1,2,0,2,0,0,4,0,2,0,2,0,1,2,4,6,0,30
2002,116,Melbourne (CBD),0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,4
2002,125,Melbourne (CBD),0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,2,0,0,5
2002,131,Docklands,1,3,0,2,3,3,1,0,1,2,1,1,0,3,5,0,0,2,3,1,32
2002,201,Carlton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,202,Carlton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,203,Carlton,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,1,0,0,5
2002,204,Carlton,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,4
2002,205,Carlton,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,2,0,0,7
2002,206,Carlton,1,1,0,1,3,0,0,0,1,15,17,2,0,4,0,0,0,15,0,0,60
2002,207,Carlton,0,1,0,0,0,0,0,1,0,7,1,0,0,1,0,0,0,11,0,1,23
2002,208,Carlton,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2002,209,Carlton,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2002,210,Carlton,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2002,211,Carlton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2002,212,Carlton,0,0,0,0,1,0,0,1,0,1,2,0,0,0,0,1,0,1,0,0,7
2002,213,Carlton,0,0,0,1,0,0,1,1,0,0,2,0,0,2,1,0,0,0,0,0,8
2002,214,Carlton,1,0,0,0,3,0,0,0,0,1,1,0,2,1,0,0,0,4,1,1,15
2002,215,Carlton,0,0,0,0,1,0,0,0,0,3,2,1,0,2,1,2,0,5,1,0,18
2002,216,Carlton,0,2,0,0,2,0,0,0,1,3,0,0,1,7,1,0,0,7,0,1,25
2002,217,Carlton,0,3,0,2,8,1,0,0,0,6,7,2,0,8,0,1,1,30,0,0,69
2002,218,Carlton,2,2,0,1,13,1,2,0,8,11,4,0,4,10,0,1,0,16,1,1,77
2002,219,Carlton,0,0,0,1,2,0,0,0,0,2,1,2,2,1,0,0,0,0,0,0,11
2002,220,Carlton,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,0,5
2002,221,Carlton,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2002,222,Carlton,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,4
2002,223,Carlton,0,0,0,0,3,0,0,0,0,1,1,0,0,3,0,1,0,3,0,0,12
2002,224,Carlton,0,0,0,0,2,0,0,0,1,3,5,0,3,1,0,1,0,4,0,2,22
2002,225,Carlton,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,5
